"ubigeo","departamento","provincia","distrito","edad","sexo","poblacion","fuente_base","variable_edad","variable_sexo","selection","fetched_at","redatam_table_url"
"070101","CALLAO","CALLAO","CALLAO",0,"Hombre",3052,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",1,"Hombre",3194,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",2,"Hombre",3490,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",3,"Hombre",3562,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",4,"Hombre",3592,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",5,"Hombre",3592,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",6,"Hombre",3513,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",7,"Hombre",3466,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",8,"Hombre",3659,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",9,"Hombre",3636,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",10,"Hombre",3342,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",11,"Hombre",3516,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",12,"Hombre",3661,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",13,"Hombre",3404,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",14,"Hombre",3346,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",15,"Hombre",3204,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",16,"Hombre",3137,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",17,"Hombre",3294,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",18,"Hombre",3340,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",19,"Hombre",3415,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",20,"Hombre",3742,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",21,"Hombre",3883,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",22,"Hombre",3787,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",23,"Hombre",3892,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",24,"Hombre",3976,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",25,"Hombre",3915,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",26,"Hombre",3692,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",27,"Hombre",3419,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",28,"Hombre",3677,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",29,"Hombre",3929,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",30,"Hombre",3654,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",31,"Hombre",3432,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",32,"Hombre",3484,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",33,"Hombre",3534,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",34,"Hombre",3580,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",35,"Hombre",3689,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",36,"Hombre",3533,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",37,"Hombre",3365,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",38,"Hombre",3442,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",39,"Hombre",3459,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",40,"Hombre",3480,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",41,"Hombre",3262,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",42,"Hombre",3334,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",43,"Hombre",3063,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",44,"Hombre",2795,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",45,"Hombre",2798,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",46,"Hombre",2751,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",47,"Hombre",2695,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",48,"Hombre",2492,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",49,"Hombre",2516,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",50,"Hombre",2360,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",51,"Hombre",2257,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",52,"Hombre",2235,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",53,"Hombre",2159,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",54,"Hombre",2215,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",55,"Hombre",2064,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",56,"Hombre",2019,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",57,"Hombre",2066,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",58,"Hombre",2071,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",59,"Hombre",1946,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",60,"Hombre",1843,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",61,"Hombre",1841,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",62,"Hombre",1844,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",63,"Hombre",1772,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",64,"Hombre",1800,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",65,"Hombre",1676,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",66,"Hombre",1585,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",67,"Hombre",1510,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",68,"Hombre",1386,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",69,"Hombre",1402,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",70,"Hombre",1330,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",71,"Hombre",1113,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",72,"Hombre",1150,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",73,"Hombre",1010,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",74,"Hombre",903,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
"070101","CALLAO","CALLAO","CALLAO",75,"Hombre",853,"INEI REDATAM CPV2017 - Manzana","Poblacio.C5P41","Poblacio.SEXO","sels\Distrito_070101.sel","2026-05-03T17:03:24-0500","https://censos2017.inei.gob.pe/bininei2/RpWebUtilities.exe/Text?LFN=RpBases\Tempo\97468\~tmp_9746801.htm&TYPE=TMP"
